Product Title,Price,Product Link
Data Analyst That Wasn't Very Data Driven of You T-shirt,US $6.98,https://www.ebay.com/itm/365378277752?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMWQXBTMJKNKDK8ZCHR&hash=item55123e1178:g:dEsAAOSwkptnodv9&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1flddo2dIF9nHPRJFg%2Fq0fcJihgu6%2FINkvHjmycCQ8ElQJP4eZWaYbfxiiz1YBkhZqtwXhDMZVxzq7LI2PmQlYFi1QncdISpIq8V%2BwWWf2BlRO7Enm%2BudVeuqinfulyDwZ3dHpyvUcE5Q%2BCDzIQfuYVzXonQexckgtPJPvHFo61cVlROr5%2FbGHsNmN0B5Xg6ZggpOdbpMpFdvmSFYtDBdj4Qk7ytMD1BG5fIGXoZWCaQgvekBEA9pH%2FVOfymAliO0s%3D%7Ctkp%3ABk9SR8yqzZarZQ
Data Analyst Unisex T-Shirt My First Word Was Data Tee Funny Data Analyst Shirt,US $20.61,https://www.ebay.com/itm/276725520705?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMW5ZS9PVZP9RP0ZZH5&hash=item406e205941:g:XN4AAOSwg~9nMQHH&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cST2qxLNxSdgCPvyLDaPG9e%2BMgRfdzqOadqmJS7E1ekHEl%2Bv2FwXNyvNmyfKm8pjlAuwR5cfmDpBg8Uiu1LzifUThOL5LT5CaWM4y5dLszw82D5Bh42MQ902oIiOthTlFJbGxhEU1kszPEk5CWxpFgs57aPB%2BgVxGLKBmDJS9UtYskLzCQTxZM4hjlUnVKopneWKZO36bMrHs1J1akclMzILuEYMNBaSmDmfs0YeRKnTQL3eRyImNspM%2FfljJ6XUX19qv%2FXvSpVUJ8%2BWsDkxzRwRD6P0NYGM8P3B7RJWz4nA%3D%3D%7Ctkp%3ABk9SR8yqzZarZQ
Data Analyst Softstyle T-Shirt - Data Driven Decision Focused,US $20.61,https://www.ebay.com/itm/276723052631?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMWR0GSJTPSVDFCJNNE&hash=item406dfab057:g:qvIAAOSwb5pnL6pg&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eue9bQ4QJRnATwD28FgTvde6hBgl6KBnCEEhiCC%2BRTgHUDiMvPZzZvkNsNzVfkvZnX95EYZVIg72rKnEAuamshznS9fPqV9ZhXENVxIb2LFI911vK2mo6%2BlQ5h%2BOrOkRBrDiX3qZyhrxC7mZKjKrPALrVWE2bF%2BxSWcSPaz9l1H50HcLyjcf7eeIj762tKl5f7lMgSAltmMirnTJUmEVzT0KORtVB%2F5VQGiB1hbxI30JYliGBYyi0YGnULASyPTeM%3D%7Ctkp%3ABk9SR8yqzZarZQ
Data Analyst T-Shirt - To Save Time Let's Just Assume Always Right,US $27.99,https://www.ebay.com/itm/355046954979?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMW59G386RFNK0DWER9&hash=item52aa7297e3:g:kfYAAOSwSPhlBq-Y&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fKhl%2Fo5LVNFDtFQy1TgX27qfwGpGKRvYG6Dx7X0PUfq9fIszjVFMRc5c3BOb135dNecOq9eLMbMmUcHEGyTfxg2Kp%2BahG%2F8UIb5RIcHFC8fbS%2BmKB5M%2BGYaVQBrovtgJ8jEw15A8G%2FGvzxavLLNnHoDFzEKwmlAPVsUR7uVdftSH%2BuEthYCyEOQmVbznZ3NlYbNVcAed5N4B53akXAzSvOnvw%2Bd7jd%2BcQz6Hnvc4ScE0rgIsduWnhduiD3XR%2BEVgI%3D%7Ctkp%3ABk9SR8yqzZarZQ
"Data Analyst Gifts, Data Scientist Shirt, Programmer Gifts,  T-shirt",US $25.99,https://www.ebay.com/itm/124379872296?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMWTD5SEWZQEZGPBMRM&hash=item1cf59e3c28:g:948AAOSwGMVfg6lL&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ewHDJDdFAWZVOrUL1MiiYPIx4IWJHtpL9je8izvcVB7wj6bbDj44ekRVwqFXvNjzzrIBUNlZyaL%2F6vdwyzHMXrVkll3PiroRkmoJRQyTp0n9po49duqW8a%2FWiaNlTEFhINyLWNuKq%2BTVFPWb6Vwu4NGzpQuO45vTb9kcYSiopn5esTGLXK5%2Bdj7ykUQbbP3mSka586J0cEyX%2F4i8qd329QAvaJ8MlcfcRzAjlEE7vptEHjQvyjxrAEbh%2FplfYA3OlKefmuTNyOQHk95SLhTfRoWYdUqqxWiTFS9ErMl6cSzw%3D%3D%7Ctkp%3ABFBMzKrNlqtl
That Wasn't Very Data Driven of You Funny Data Analyst T-Shirt,US $13.99/ea,https://www.ebay.com/itm/356619748964?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMW1VP0S62TQEAM4F39&hash=item5308318664:g:sYMAAOSwBeNm-NMm&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cApGdu9IPadSkBYIIWxjJixdOMyR%2B868Fweiwl2hnSHuusWr7LpQUqUtxKSzVXMggH%2FMfRHl6ubhvoRjrudDh%2FjKNScJNv8Wr1lBMetU%2BPlTLiIqDCCNFNDe%2BSKhAI5xSKeyYFIoI5AUwK5Q8QuUbTaX7JxYQv8SA5apeFqE9vCU9ADJa%2BsmgEFn6NM9u9bGvENgaBWVB6TeyewjY84w%2BXCouCyVm%2FYKitnGftWdj9hWMZ81FcRDzIVxXlTMEqIKPjYZdMXmImDyCo0Zv%2FuOymbH5Iq4e1too8sHS1gEUqnA%3D%3D%7Ctkp%3ABFBMzKrNlqtl
"Big Data Lover Tee, Funny Data Analyst Shirt, Computer Science Gift, Data",US $21.33/ea,https://www.ebay.com/itm/197027419102?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMW5AEZ0S1CR5V0EDNJ&hash=item2ddfbfd3de:g:xB4AAOSwpRZnsqjm&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eNg9%2BA7gGd2xowTcrmk87Y4ItWADn2gifnQ1BvFRacWAGNydqaDKRK1NMGnmbf%2BO%2FZLcPsoqs8yckY459FMUDTGfPUZu%2Bq8HbFU3xL8zpvYFniNycx4b0sroMKUhfaJbebm3F7puGKz83KMR5qaeN%2BzhoD0N%2B1zWgdiUr5FkE69QgNy5ODfc1dG7xvHSJGDIBDUTfDsAoc6b9XMa79wA2SG%2Fd%2Bbbl%2Ffc49X3%2FDX6QgLB4uL3lqkzcETZ84t5qsmk%2BKvfbAXOIQA6cvKtc0td%2BXG5sa7bzAYYgTARsAz93U8w%3D%3D%7Ctkp%3ABFBMzKrNlqtl
That Wasn't Very Data Driven of You Funny Data Analyst Geek T-Shirt,US $16.99,https://www.ebay.com/itm/186746985158?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMWZQQ0RW4GF9KSX54F&hash=item2b7afcdac6:g:sYMAAOSwBeNm-NMm&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fOhOI3Go8vvZhoxTHynkZFv2KYqrRySFwwVAdpLXD2kRN%2BKv4hJcJ7PiMy%2B1S4BUQLffbnD%2B07m%2F1%2FlRBPu0ROAdXXsyYKRBnJNjCJmdLj4Bs6t7S8EXVjyVtOKUs%2FdvnzwhkqX1ojg8cBLzJ1Ze7XOn5QzwrtWyKELpbNhC1tE62kB2MjdpnUj95%2BGf6EQVKNURjtypIkwUmy7hAMZAyia2AAhpIDfiFJsgdVkCr6YPvUiUzaJFgqfI25uWWU5LV64XgeZ6B2%2FAtbGzstEsSO201n1FAFeo3UoczXiggM2w%3D%3D%7Ctkp%3ABFBMzKrNlqtl
Data Analyst I'd rather be analyzing data T-Shirt Funny Data Analysis Tech Tee,US $20.61,https://www.ebay.com/itm/286155322821?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMWGW3CNS4TH9JAF1Q1&hash=item42a02fb5c5:g:U3kAAOSwHvNnMDKv&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fFBQgw3M8vLPa39VFrsgbIM5nWVZHJLOS4xvVaLBEEke2Fcq%2BEmoN%2FU7l%2BBbBkpiwBBmIkOwLqjIxM2yf3Scy1cUQrRsOV7XaKEG9Sz2zqHA6O%2FZS1nz5QfmS82Bddm1pU%2Fmxgj%2B%2F3SgF15mQVUXTF%2FYin4w2dXeXQ%2BbDpg6acabsi6FlONGylEVsvyrGxt6UlRD%2BPgjvnl%2BIZrxELHL3LpU9EPso66hrHWen11SqGHduFNeQAt%2BcgXUt0JKAabyTtSNoaPdCR--TjyRvBYuHBVziEIjlWSAQ9wlIKNKR5ew%3D%3D%7Ctkp%3ABk9SR8yqzZarZQ
Data Analyst Softstyle T-Shirt Good Day For Data Tee Data Science Shirt Funny,US $20.61,https://www.ebay.com/itm/286156335548?_skw=data%2Banalyst%2Btshirts&itmmeta=01JNCPKAMWEDVB73P7E7N8RJNZ&hash=item42a03f29bc:g:hnkAAOSwJBhnMREN&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eDxKDp9jzaLHa7QyWmiQadq6bItMIa1LvlFdN7MfjCYF6P5LVm2ZQs00%2B15EcEZjmkUoNhgknnvUTRqALOsjGu3n%2Bv0LnY79bXQh%2FFvl03hVIm4phtI3R78D1J62Owb9tzvH4YnJnSwBZU3qlMUwWeNDajITwKsPrFAOrhgFjzi72fCj99zRbZZMlupWdr%2BdOIh7I3bSCvaObsoM1bAGvdemDCY8F4nIr5fgErjVh48PNPfSkjliDU%2BM--zQyANdk%3D%7Ctkp%3ABk9SR8yqzZarZQ
